"Paises" "Zona" "Minuto.Saliente" "Minuto.Entrante" "Segundo.Saliente" "Segundo.Entrante" "MB" "KB" "SMS"
"180" "Perú" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"181" "Pitcairn" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"182" "Polinesia Francesa" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"183" "Polonia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"184" "Portugal" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"185" "Puerto Rico" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"186" "Reino Unido" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"187" "República Centroafricana" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"188" "República Checa" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"189" "República Dominicana" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"190" "Reunión/Mayotte" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"191" "Ruanda" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"192" "Rumania" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"193" "Rusia, Federación de" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"194" "Sahara Occidental" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"195" "Samoa" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"196" "Samoa Americana" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"197" "San Cristóbal y Nieves" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"198" "San Marino" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"199" "San Pedro y Miquelón" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"200" "San Vicente y las Granadinas" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"201" "Santa Helena, Ascensión y Tristán de Acuña" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"202" "Santa Lucía" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"203" "Santa Sede (Estado de la Ciudad del Vaticano)" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"204" "Santo Tomé y Príncipe" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"205" "Senegal" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"206" "Serbia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"207" "Seychelles" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"208" "Sierra leona" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"209" "Singapur" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"210" "Siria, República Árabe" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"211" "Somalia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"212" "Sri Lanka" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"213" "Suazilandia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"214" "Sudáfrica" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"215" "Sudán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"216" "Sudán del Sur" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"217" "Suecia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"218" "Suiza" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"219" "Surinam" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"220" "Svalbard y Jan Mayen" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"221" "Tailandia" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"222" "Taiwán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"223" "Tanzania" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"224" "Tayikistán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"225" "Territorio Británico del Océano Índico" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"226" "Timor oriental" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"227" "Togo" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"228" "Tokelau" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"229" "Tonga" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"230" "Trinidad y Tobago" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"231" "Túnez" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"232" "Turkmenistán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"233" "Turquía" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"234" "Tuvalu" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"235" "Ucrania" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"236" "Uganda" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"237" "Uruguay" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"238" "Uzbekistán" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"239" "Vanuatu" "Zona 2" 2.10084033613445 2.10084033613445 0.0350140056022409 0.0350140056022409 5.04201680672269 0.00492384453781513 0.336134453781513
"240" "Venezuela" "Zona 1" 0.840336134453782 0.840336134453782 0.0140056022408964 0.0140056022408964 2.52100840336134 0.00246192226890756 0.252100840336134
"241" "Viet Nam" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"242" "Wallis y Futuna" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"243" "Yemen" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"244" "Yibuti" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"245" "Yugoslavia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"246" "Zaire" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"247" "Zambia" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"248" "Zanzibar" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
"249" "Zimbabue" "Zona 3" 2.94117647058824 2.94117647058824 0.0490196078431373 0.0490196078431373 8.40336134453782 0.00820640756302521 0.420168067226891
